Month,DayOftheMonth,Time,Username,IPAddress,Port
Mar,6,07:20:18,root,111.12.63.34,40812
Mar,6,07:20:21,master,190.128.169.130,59852
Mar,6,07:20:40,root,121.5.111.231,32968
Mar,6,07:20:45,root,111.12.63.34,45208
Mar,6,07:20:49,root,167.71.69.127,41498
Mar,6,07:21:04,cat,165.22.16.134,35700
Mar,6,07:21:05,root,104.248.139.143,48704
Mar,6,07:21:15,andrea,111.12.63.34,49604
Mar,6,07:21:17,hm,51.15.204.199,39384
Mar,6,07:21:25,root,114.4.227.194,35252
Mar,6,07:21:39,kry,190.128.169.130,49232
Mar,6,07:21:44,melissa,111.12.63.34,53998
Mar,6,07:22:00,melissa,121.5.111.231,46854
Mar,6,07:22:09,test,104.248.139.143,38232
Mar,6,07:22:10,andy,111.12.63.34,58392
Mar,6,07:22:19,yunhui,51.15.204.199,48389
Mar,6,07:22:20,eoffice,165.22.16.134,53152
Mar,6,07:22:22,root,167.71.69.127,59154
Mar,6,07:22:39,ppp,111.12.63.34,34556
Mar,6,07:22:46,max,114.4.227.194,52850
Mar,6,07:22:54,ubuntu,190.128.169.130,38610
Mar,6,07:23:13,sanjay,104.248.139.143,55990
Mar,6,07:23:18,andrea,121.5.111.231,60732
Mar,6,07:23:25,guest,51.15.204.199,57339
Mar,6,07:23:38,root,165.22.16.134,42370
Mar,6,07:24:02,kevin,167.71.69.127,48578
Mar,6,07:24:04,root,114.4.227.194,42224
Mar,6,07:24:13,root,190.128.169.130,56220
Mar,6,07:24:20,fsa,104.248.139.143,45518
Mar,6,07:24:31,anja,51.15.204.199,38058
Mar,6,07:24:41,fabio,121.5.111.231,46390
Mar,6,07:24:55,rustserver,165.22.16.134,59820
Mar,6,07:25:27,postgres,114.4.227.194,59832
Mar,6,07:25:33,glassfish,104.248.139.143,35044
Mar,6,07:25:36,yf,190.128.169.130,45580
Mar,6,07:25:41,eoffice,51.15.204.199,47005
Mar,6,07:25:44,root,167.71.69.127,38004
Mar,6,07:25:58,ann,121.5.111.231,60286
Mar,6,07:26:15,yunhui,165.22.16.134,49036
Mar,6,07:26:39,tap,104.248.139.143,52802
Mar,6,07:26:48,root,51.15.204.199,56016
Mar,6,07:26:58,etq,114.4.227.194,49204
Mar,6,07:27:02,jtorres,190.128.169.130,34946
Mar,6,07:27:22,andy,121.5.111.231,45948
Mar,6,07:27:25,minecraft,167.71.69.127,55660
Mar,6,07:27:29,guest,165.22.16.134,38254
Mar,6,07:27:43,root,104.248.139.143,42326
Mar,6,07:27:52,glassfish,51.15.204.199,36735
Mar,6,07:28:14,jc,114.4.227.194,38580
Mar,6,07:28:22,ngs,190.128.169.130,52554
Mar,6,07:28:42,admin,165.22.16.134,55704
Mar,6,07:28:50,backoffice,121.5.111.231,59846
Mar,6,07:28:52,anja,104.248.139.143,60088
Mar,6,07:28:54,sanjay,51.15.204.199,45686
Mar,6,07:29:00,root,167.71.69.127,45084
Mar,6,07:29:30,recording,114.4.227.194,56180
Mar,6,07:29:41,lars,190.128.169.130,41926
Mar,6,07:29:53,root,165.22.16.134,44922
Mar,6,07:29:55,cat,104.248.139.143,49616
Mar,6,07:29:57,root,51.15.204.199,54634
Mar,6,07:30:15,proxyuser,121.5.111.231,45506
Mar,6,07:30:32,root,167.71.69.127,34508
Mar,6,07:30:47,oficina,114.4.227.194,45556
Mar,6,07:30:58,lsh,190.128.169.130,59530
Mar,6,07:30:59,guest,104.248.139.143,39142
Mar,6,07:31:04,root,165.22.16.134,34142
Mar,6,07:31:05,rustserver,51.15.204.199,35509
Mar,6,07:31:37,root,121.5.111.231,59396
Mar,6,07:32:04,doru,114.4.227.194,34934
Mar,6,07:32:06,gyl,167.71.69.127,52164
Mar,6,07:32:17,tap,165.22.16.134,51590
Mar,6,07:32:19,logger,190.128.169.130,48906
Mar,6,07:32:59,demon,121.5.111.231,45050
Mar,6,07:33:24,root,114.4.227.194,52542
Mar,6,07:33:28,test,165.22.16.134,40808
Mar,6,07:33:37,vpsuser,190.128.169.130,38284
Mar,6,07:33:41,root,167.71.69.127,41588
Mar,6,07:34:15,user,121.5.111.231,58944
Mar,6,07:34:39,eka,114.4.227.194,41912
Mar,6,07:34:46,root,165.22.16.134,58262
Mar,6,07:34:53,swetha,190.128.169.130,55888
Mar,6,07:35:10,root,167.71.69.127,59244
Mar,6,07:35:41,root,121.5.111.231,44600
Mar,6,07:35:53,antonio,114.4.227.194,59520
Mar,6,07:36:10,root,190.128.169.130,45256
Mar,6,07:36:48,lorence,167.71.69.127,48668
Mar,6,07:37:00,sy,121.5.111.231,58498
Mar,6,07:37:15,web,114.4.227.194,48896
Mar,6,07:38:20,root,121.5.111.231,44158
Mar,6,07:38:24,root,167.71.69.127,38094
Mar,6,07:38:40,ts,114.4.227.194,38276
Mar,6,07:39:43,ftptest,121.5.111.231,58060
Mar,6,07:40:00,web,167.71.69.127,55750
Mar,6,07:40:01,cameron,114.4.227.194,55880
Mar,6,07:41:08,user,121.5.111.231,43716
Mar,6,07:41:21,sanjay,114.4.227.194,45256
Mar,6,07:42:30,root,121.5.111.231,57604
Mar,6,07:42:41,linuxacademy,114.4.227.194,34638
Mar,6,07:43:51,metro,121.5.111.231,43264
Mar,6,07:43:58,user,142.93.6.79,50768
Mar,6,07:44:05,www,114.4.227.194,52248
Mar,6,07:44:26,root,179.43.175.208,48780
Mar,6,07:44:41,run,109.251.68.112,58290
Mar,6,07:45:09,administracion,190.186.0.50,34670
Mar,6,07:45:14,ftptest,121.5.111.231,57152
Mar,6,07:45:29,root,114.4.227.194,41620
Mar,6,07:46:21,user,46.19.139.42,52764
Mar,6,07:46:29,root,121.5.111.231,42810
Mar,6,07:46:42,root,43.129.38.131,32864
Mar,6,07:46:49,root,114.4.227.194,59220
Mar,6,07:47:16,root,157.230.246.108,37668
Mar,6,07:47:53,root,121.5.111.231,56704
Mar,6,07:48:03,stack,114.4.227.194,48592
Mar,6,07:48:48,root,45.120.69.196,59534
Mar,6,07:48:58,root,178.35.169.154,59452
Mar,6,07:49:11,root,142.93.6.79,51552
Mar,6,07:49:14,root,121.5.111.231,42362
Mar,6,07:49:23,daniel,114.4.227.194,37962
Mar,6,07:49:51,da,109.251.68.112,52630
Mar,6,07:50:05,pi,193.201.52.65,39234
Mar,6,07:50:05,pi,193.201.52.65,39230
Mar,6,07:50:20,root,190.186.0.50,57556
Mar,6,07:50:33,root,43.129.38.131,38972
Mar,6,07:50:37,root,121.5.111.231,56252
Mar,6,07:50:50,nizar,45.120.69.196,55204
Mar,6,07:50:52,as,142.93.6.79,40808
Mar,6,07:51:33,root,157.230.246.108,43740
Mar,6,07:51:38,root,178.35.169.154,51136
Mar,6,07:51:48,db2fenc1,43.129.38.131,55340
Mar,6,07:51:53,root,190.186.0.50,46760
Mar,6,07:52:12,opc,121.5.111.231,41920
Mar,6,07:52:13,nv,45.120.69.196,44262
Mar,6,07:52:23,contact,142.93.6.79,58348
Mar,6,07:52:50,informix,157.230.246.108,32908
Mar,6,07:52:59,hao,43.129.38.131,43478
Mar,6,07:53:09,user,46.19.139.18,45492
Mar,6,07:53:17,stp,190.186.0.50,35962
Mar,6,07:53:21,chris,121.5.111.231,55796
Mar,6,07:53:24,sasha,45.120.69.196,33320
Mar,6,07:53:46,root,142.93.6.79,47686
Mar,6,07:53:56,root,178.35.169.154,40358
Mar,6,07:54:07,Lobby,43.129.38.131,59840
Mar,6,07:54:19,root1,157.230.246.108,50318
Mar,6,07:54:35,style,45.120.69.196,50610
Mar,6,07:55:11,root,142.93.6.79,36916
Mar,6,07:55:16,hk,43.129.38.131,47960
Mar,6,07:55:21,chan,109.251.68.112,46256
Mar,6,07:55:22,martin,190.186.0.50,53400
Mar,6,07:55:36,oracle,157.230.246.108,39488
Mar,6,07:55:53,csserver,45.120.69.196,39670
Mar,6,07:56:02,sk,178.35.169.154,57816
Mar,6,07:56:25,thierry,43.129.38.131,36096
Mar,6,07:56:33,sammy,142.93.6.79,54410
Mar,6,07:56:41,root,190.186.0.50,42600
Mar,6,07:56:53,bis,157.230.246.108,56890
Mar,6,07:57:04,ubuntu,109.251.68.112,34714
Mar,6,07:57:07,root,45.120.69.196,56954
Mar,6,07:57:35,user1,43.129.38.131,52458
Mar,6,07:57:58,rakesh,142.93.6.79,43854
Mar,6,07:58:02,root,178.35.169.154,47036
Mar,6,07:58:02,root,190.186.0.50,60038
Mar,6,07:58:17,gk,157.230.246.108,46062
Mar,6,07:58:21,root,45.120.69.196,46004
Mar,6,07:58:45,ghost,43.129.38.131,40590
Mar,6,07:58:49,ari,109.251.68.112,51420
Mar,6,07:59:21,ftpuser,142.93.6.79,32946
Mar,6,07:59:28,root,190.186.0.50,49242
Mar,6,07:59:31,root,157.230.246.108,35226
Mar,6,07:59:33,shantel,45.120.69.196,35060
Mar,6,07:59:54,adam,43.129.38.131,56958
Mar,6,08:00:00,qw,178.35.169.154,36258
Mar,6,08:00:43,alm,157.230.246.108,52622
Mar,6,08:00:45,root,190.186.0.50,38448
Mar,6,08:00:47,root,142.93.6.79,50454
Mar,6,08:00:47,gavin,45.120.69.196,52348
Mar,6,08:01:01,test123,43.129.38.131,45090
Mar,6,08:01:52,zzy,178.35.169.154,53718
Mar,6,08:01:56,root,157.230.246.108,41786
Mar,6,08:02:02,root,45.120.69.196,41400
Mar,6,08:02:06,xuan,190.186.0.50,55882
Mar,6,08:02:11,root,142.93.6.79,39796
Mar,6,08:02:12,root,43.129.38.131,33210
Mar,6,08:03:18,gary,157.230.246.108,59184
Mar,6,08:03:26,jos,45.120.69.196,58690
Mar,6,08:03:27,root,43.129.38.131,49570
Mar,6,08:03:30,florian,190.186.0.50,45082
Mar,6,08:03:34,yves,142.93.6.79,57312
Mar,6,08:04:03,root,178.35.169.154,42938
Mar,6,08:04:07,dasusr,109.251.68.112,45026
Mar,6,08:04:41,root,157.230.246.108,48354
Mar,6,08:04:43,info,43.129.38.131,37706
Mar,6,08:04:45,corp,45.120.69.196,47746
Mar,6,08:04:53,song,190.186.0.50,34280
Mar,6,08:05:02,teamspeak,142.93.6.79,46572
Mar,6,08:05:53,ctm,109.251.68.112,33488
Mar,6,08:05:57,youtrack,200.116.195.124,35852
Mar,6,08:05:58,root,43.129.38.131,54078
Mar,6,08:06:07,root,45.120.69.196,36796
Mar,6,08:06:07,root,157.230.246.108,37530
Mar,6,08:06:10,ttf,178.35.169.154,60392
Mar,6,08:06:15,admin,190.186.0.50,51712
Mar,6,08:06:23,nbi,88.215.177.224,48348
Mar,6,08:06:29,root,142.93.6.79,35820
Mar,6,08:07:07,niklas,43.129.38.131,42208
Mar,6,08:07:18,xb,45.120.69.196,54084
Mar,6,08:07:22,root,157.230.246.108,54924
Mar,6,08:07:34,root,190.186.0.50,40912
Mar,6,08:07:38,real,109.251.68.112,50172
Mar,6,08:07:53,root,142.93.6.79,53346
Mar,6,08:08:18,root,43.129.38.131,58560
Mar,6,08:08:20,root,178.35.169.154,49616
Mar,6,08:08:25,wj,88.215.177.224,46042
Mar,6,08:08:34,root,45.120.69.196,43136
Mar,6,08:08:36,deploy,157.230.246.108,44088
Mar,6,08:08:50,root,200.116.195.124,40734
Mar,6,08:09:00,creator,190.186.0.50,58346
Mar,6,08:09:16,losts,142.93.6.79,42726
Mar,6,08:09:21,benson,109.251.68.112,38634
Mar,6,08:09:29,contabil,43.129.38.131,46692
Mar,6,08:09:36,root,88.215.177.224,35476
Mar,6,08:09:48,inter,45.120.69.196,60422
Mar,6,08:09:54,root,157.230.246.108,33256
Mar,6,08:10:11,root,200.116.195.124,58362
Mar,6,08:10:20,keith,190.186.0.50,47544
Mar,6,08:10:26,root,178.35.169.154,38836
Mar,6,08:10:38,root,142.93.6.79,60214
Mar,6,08:10:40,hadoop,43.129.38.131,34824
Mar,6,08:10:45,min,88.215.177.224,53136
Mar,6,08:11:05,root,109.251.68.112,55348
Mar,6,08:11:06,seino,45.120.69.196,49480
Mar,6,08:11:20,root,157.230.246.108,50664
Mar,6,08:11:25,demo,200.116.195.124,47754
Mar,6,08:11:39,admin,190.186.0.50,36740
Mar,6,08:11:52,fang,43.129.38.131,51194
Mar,6,08:11:54,vodafone,88.215.177.224,42566
Mar,6,08:12:02,parking,142.93.6.79,49546
Mar,6,08:12:16,admin,45.120.69.196,38534
Mar,6,08:12:30,ftp_user,178.35.169.154,56292
Mar,6,08:12:30,root,157.230.246.108,39826
Mar,6,08:12:37,melvin,200.116.195.124,37148
Mar,6,08:12:51,go,109.251.68.112,43816
Mar,6,08:13:01,root,43.129.38.131,39318
Mar,6,08:13:01,root,190.186.0.50,54168
Mar,6,08:13:01,root,88.215.177.224,60234
Mar,6,08:13:25,root,142.93.6.79,38754
Mar,6,08:13:35,rj,45.120.69.196,55822
Mar,6,08:13:47,romain,200.116.195.124,54774
Mar,6,08:13:52,kiran,157.230.246.108,57232
Mar,6,08:14:06,root,88.215.177.224,49666
Mar,6,08:14:06,bz,43.129.38.131,55674
Mar,6,08:14:20,root,190.186.0.50,43372
Mar,6,08:14:28,root,178.35.169.154,45512
Mar,6,08:14:45,root,142.93.6.79,56296
Mar,6,08:15:03,az,200.116.195.124,44172
Mar,6,08:15:12,nathan,157.230.246.108,46402
Mar,6,08:15:15,vsftpd,43.129.38.131,43804
Mar,6,08:15:16,ubuntu,88.215.177.224,39096
Mar,6,08:15:46,jack,190.186.0.50,60804
Mar,6,08:16:13,root,142.93.6.79,45584
Mar,6,08:16:17,root,200.116.195.124,33564
Mar,6,08:16:21,root,109.251.68.112,48960
Mar,6,08:16:29,rec,88.215.177.224,56760
Mar,6,08:16:30,kiki,43.129.38.131,60180
Mar,6,08:16:36,user,157.230.246.108,35578
Mar,6,08:16:37,dima,178.35.169.154,34736
Mar,6,08:17:31,site01,200.116.195.124,51198
Mar,6,08:17:38,artur,88.215.177.224,46192
Mar,6,08:17:42,teamspeak,142.93.6.79,34824
Mar,6,08:17:47,ubuntu,43.129.38.131,48314
Mar,6,08:17:58,root,157.230.246.108,52982
Mar,6,08:18:09,sam,109.251.68.112,37416
Mar,6,08:18:39,root,178.35.169.154,52188
Mar,6,08:18:44,root,200.116.195.124,40594
Mar,6,08:18:45,RPM,193.169.255.199,22336
Mar,6,08:18:47,luigi,88.215.177.224,35622
Mar,6,08:18:54,admin,193.169.255.199,34604
Mar,6,08:18:59,admin,193.169.255.199,34604
Mar,6,08:18:59,root,43.129.38.131,36444
Mar,6,08:19:09,root,142.93.6.79,52446
Mar,6,08:19:12,vod,157.230.246.108,42144
Mar,6,08:19:55,sinusbot,88.215.177.224,53286
Mar,6,08:19:56,jms,200.116.195.124,58218
Mar,6,08:19:57,root,109.251.68.112,54096
Mar,6,08:20:11,root,43.129.38.131,52798
Mar,6,08:20:30,epsilon,142.93.6.79,41584
Mar,6,08:20:31,toto,178.35.169.154,41410
Mar,6,08:20:39,madhu,157.230.246.108,59556
Mar,6,08:21:09,remote,88.215.177.224,42718
Mar,6,08:21:10,luc,200.116.195.124,47616
Mar,6,08:21:24,root,43.129.38.131,40926
Mar,6,08:21:39,xu,109.251.68.112,42552
Mar,6,08:21:56,root,142.93.6.79,59100
Mar,6,08:22:00,ch,157.230.246.108,48732
Mar,6,08:22:22,root,88.215.177.224,60384
Mar,6,08:22:26,root,200.116.195.124,37012
Mar,6,08:22:37,ubuntu,43.129.38.131,57292
Mar,6,08:22:38,zk,178.35.169.154,58868
Mar,6,08:23:16,root,142.93.6.79,48408
Mar,6,08:23:19,julius,157.230.246.108,37902
Mar,6,08:23:26,root,109.251.68.112,59236
Mar,6,08:23:32,minecraft,88.215.177.224,49810
Mar,6,08:23:40,wyse,200.116.195.124,54644
Mar,6,08:23:48,mike,43.129.38.131,45426
Mar,6,08:24:31,cym,178.35.169.154,48092
Mar,6,08:24:36,manoj,157.230.246.108,55302
Mar,6,08:24:37,root,142.93.6.79,37806
Mar,6,08:24:42,root,88.215.177.224,39242
Mar,6,08:24:55,xerox,200.116.195.124,44030
Mar,6,08:25:09,aaron,109.251.68.112,47698
Mar,6,08:25:49,vmuser,88.215.177.224,56902
Mar,6,08:25:54,temporal,157.230.246.108,44474
Mar,6,08:26:01,root,142.93.6.79,55288
Mar,6,08:26:04,root,200.116.195.124,33422
Mar,6,08:26:29,appldev,178.35.169.154,37316
Mar,6,08:26:55,root,88.215.177.224,46332
Mar,6,08:26:56,anu,109.251.68.112,36144
Mar,6,08:27:17,israel,200.116.195.124,51054
Mar,6,08:27:18,svnuser,157.230.246.108,33648
Mar,6,08:27:25,root,142.93.6.79,44530
Mar,6,08:28:04,kiwiirc,88.215.177.224,35760
Mar,6,08:28:27,milton,178.35.169.154,54770
Mar,6,08:28:30,root,200.116.195.124,40444
Mar,6,08:28:38,root,157.230.246.108,51050
Mar,6,08:28:42,root,109.251.68.112,52842
Mar,6,08:28:48,root,142.93.6.79,33940
Mar,6,08:29:16,romeo,88.215.177.224,53422
Mar,6,08:29:43,test,200.116.195.124,58070
Mar,6,08:30:25,honey,109.251.68.112,41304
Mar,6,08:30:27,vagrant,88.215.177.224,42852
Mar,6,08:30:35,rene,178.35.169.154,43996
Mar,6,08:30:56,ubuntu,200.116.195.124,47460
Mar,6,08:31:36,root,88.215.177.224,60516
Mar,6,08:32:07,weblogic,200.116.195.124,36852
Mar,6,08:32:12,root,109.251.68.112,57978
